Title,Text
Amazing Hospitality and Ideal Location,"The entire Metro Hotel staff went above and beyond during our stay and made for a wonderful, memorable experience in San Francisco. With Golden Gate Park, Haight Ashbury and plenty of coffee shops/restaurants/markets within walking distance, we were afforded plenty of time to…"
The best!,I recently visited with my grandparents to take my grandma for her chemo treatments and they were so polite and my grandma loves sitting and talking with them I even went down and talked the the owner and her daughter they are both so helpful I would recommend you to stay here…
Great place in the Haight,Stayed w/ best friend on a Wed evening Jan 23r. It was a quick trip to SF for me. Check in was quick and easy.  Our room was 1st floor street side. It was large w/ a 2nd room that had a small loft w/ queen bed. Perfect for a overnight in the city. We walked to local taverns on…
This is our go to place,"I actually hate writing a review, selfishly, because I’m afraid to let people know about this place. The staff is upbeat, friendly and helpful. The beds are so comfortable and the location is fantastic. The hotel is warm and feels like home.   I really can’t say enough about…"
Not a hotel,"I would not classify this a hotel.  It looks more like a hostel.  The room was really, small, street noise was constant, walls are thin and the area of town was not as I would have pictured.  The staff tried best, but this is a budget hostel."
Nice family run hotel!,"Me and my girlfriend stayed here in August, we started our west coast trip in San Fran and found the metro to be good value for money and in a decent spot.  Hotel is clean, rooms a little basic but enough for what we needed. Coffee shops nearby for the mornings and enough bars…"
Great stay,Love everything bout our stay in the Metro. Peeps at front desk are particularly commendable especially Angela and Harold who are friendly and helpful with recommendations (best Mexican we’ve ever had and the Canopy View Trail at Muir was just the perfect choice for us) who gave…
Hidden Gem Boutique Hotel in SF,"My partner, Matt and I stayed at this beautiful boutique hotel in San Francisco for post surgery recovery from UCSF. It is about 7-10mins away from UCSF and very close to everything within walking distance.   I admired the paintings on the wall and discovered that the paintings…"
Great service!,"We stayed 4 x nights at the Metro hotel and absolutely loved our stay. The rooms are cosy, clean and secure and we cannot give enough thanks to Angela on the front desk who was so welcoming, smiley, polite and lovely from the first moment we walked in. Thank you very much Angela…"
My home away from home!,"The Metro is a warm, welcoming family-owned hotel and my go-to when I'm visiting my daughter who lives in the Upper Haight. Just came back from my latest visit, where I stayed in room 206 for three nights. The staff, including Shayna and Angela, are so friendly that I found…"
Cute little hotel in vibrant area,My husband and I stayed 4 nights in room 115 in October 18. We stayed 9 nights on a San Francisco holiday with the first 5 nights spent in a hotel downtown then transferred to this hotel after reading such great reviews and wanting to experience the real San Francisco away from…
"Stylish, affordable, family-run gem in vibrant lower Haight.","We love small, family-run hotels and The Metro didn't disappoint. It's stylish, clean and the best bedrooms offer lovely street views (if you don't mind a bit of traffic noise). It also bears the stamp of personal care that corporations just can't provide. A funky fit in a funky…"
"Shana, the proprietor of The Metro, is #1 #1 #1!","Who said chivalry is dead? When I booked the Metro (at 1/3 the cost of other San Francisco hotels), I never would have guessed that this old fashioned, brownstone style boutique hotel would leave such a strong impression on us.Its charm and comfort was second only to the owner’s…"
We truly didn't want to leave,"I spent 11 days overall, with my partner at the Metro Hotel in September and without a doubt, our vacation would not have been as good, if we hadn't.   Aside from being everything you want from a hotel,  in a great location for exploring this city and short walks from the Castro…"
A Littke Gem,I spent three nights at the Metro Hotel when I flew to San Francisco for my granddaughter's wedding. Our hotel was a comfortable boutique hotel near Haight Ashbury with a very inexpensive nightly rate and close to many small bars and restaurants. We walked each morning to The…
Just wish we had more time!,"We only stayed one night, but my adult nieces loved the area, we took several walks, very convenient to restaurants and parks, makes you feel as though you're living in the neighborhood. We used the small back patio to have a glass of champagne, very pretty. No parking but easy…"
So much more then a place to sleep!,"I did NOT choose the Metro Hotel, it choose me! When I was looking for a place to stay for ONE night on September 26th I did not know that San Fransisco was hosting 170,000 visitors for a conference! I COULD NOT GET A ROOM less then $800.00/night and many hotels wanted a 2 night…"
Great Hotel - Parking is a Nightmare !!!!,"This hotel is in a fab location.  We had the largest room at the front of the hotel, which was beautifully decorated. There is also a terrace at the back to enjoy in the evening.  The only thing that stopped this getting 5 stars was the parking.  If, like us you are on a road…"
A lovely stylish hotel,"We thoroughly enjoyed our stay at The Metro.Two major pluses : the price and location. By SF standards, this hotel was very affordable compared to other hotels closer to the city center. And being right on Divisadero, we found a good mix of places to have coffee and breakfast…"
Good location ,Stayed here for 3 nights in September. Hotel is in a great area and costs about 30$ by Uber from the airport. Only on street parking nearby. All the staff without exception were so friendly and helpful. They were able to help us organise our trips out around the city and where…
Super friendly staff,"I found this review difficult to write as I was conflicted between insanely helpful, friendly and knowledgeable staff and very average accommodation. We had a 3 night stay.  First the good bits.. Everyone we encounted at The Metro was happy to share, with enthusiasm, their vast…"
Wonderful boutique hotel!,We spent four nights while in town for a wedding and it was the perfect jumping off location for all our adventures. The staff was super friendly and the rooms were clean and well equipped. We will definitely stay here again when we return for our next visit.
"Clean, affordable & nice staff",We were in SF for 3 days and chose this hotel since  we were on a budget but wanted a clean place with private bathroom etc....  we were not disappointed. The staff were very helpful and I was able to borrow a plate and knife to use while packing lunch to enjoy at Golden Gate…
Quirky and friendly hotel,We stayed for four nights as a base for our first trip to San Francisco and were happy with our choice. It is a half-hour ride from the main touristy bits but the public transport links are excellent and everyone at the hotel gave us really helpful advice to help us get around.…
"Friendly staff, nice rooms","About a 20 minute drive from the harbour, the Metro was a nice little hotel hidden away down one of San Francisco's streets.  The staff we met were really nice and friendly, and were always on hand to give us tips about the area and where we should visit.   Its also a short walk…"
Great service!,"Great, friendly service was provided and met all of our expectations. The room was clean and fresh with creative decor plus a fine shower. Good location for our stay to accommodate a medical procedure at UCSF."
Wonderful hotel and staff,"I live around the corner from The Metro and this is the hotel my mom stays at when she comes to visit from Florida. This is a fabulous place and I highly recommend it. The staff is fantastic and so accommodating. The rooms are cozy. This is a family business, and Ellen and…"
Gem,"I had a pleasant stay at the Metro Hotel. Both of the front desk staff were friendly and fantastic. They offered helpful suggestions on places to visit in San Francisco and how to get there. They also gave us toiletries such as toothbrushes, toothpaste and a cleansing bar when…"
Great hotel,"It has all been said but can only confirm that this hotel is really nice and funky! We stayed in room 110 which is their biggest with more space than needed for our family of 4. The room was clean and the cleaning ladies were doing a great job, we found the room spotless every…"
Great Motel,The staff made our experience wonderful.  Matthew was especially great allowing us to checkin early. We had a wedding to go to at 4. The room was small but very clean.  We enjoyed the little outside area for sitting and viewing the the plants and trees.  Walking distance to…
Great quality hotel,"We spent four nights in this lovely hotel. Great room, very nice and clean, impeccable bathroom. Very friendly staff. Located in a very nice area, outside the turistic circuit, which is however easy to reach, but near interesting neighborhoods like Castro and the Golden gate…"
West coast tour,"We stayed in the annexe which is just around the corner from the Metro Hotel.  The hotel was very comfortable, clean and tidy.  The location of Divisidero Street was excellent for our trip.  There are many restaurants and cafes within the immediate vicinity.  Public transport is…"
"Amazing, very cool place and what a value!","First, the iconic location:  Divisidero and Haight (well, a block away : )   But more importantly, the attention to detail in this incredibly charming place:  the magnificent contemporary artwork that the father (now deceased) painted that grace all of its rooms and hallways;…"
Charming and Quaint Hotel in SF,"This was such a cute eclectic hotel in a super hip SF neighborhood! Walking distance to Alamo Square, the Painted Ladies, and some super cute restaurants and coffee shops. The staff was super friendly too. The rooms are small, but reasonable for such a big city and the price.…"
Love this place!,"Stayed in room 115, which sleeps three and is located at the rear of the hotel.    Pros:  Staff is excellent-knowledgeable, friendly, helpful.  Room was quiet (except at dinner time for the restaurant next door, that has a gazebo in the hotels garden).  Nicely appointed room…"
Simply Elegant,"My husband and I had the pleasure of staying at the Metro Hotel at the end of June. This family owned and operated hotel is by far one of the loveliest boutique hotels we have ever stayed at, and we travel quite often! The rooms are clean, comfortable, and simply elegant. We…"
This is an outstanding hotel in a classy section of San Francisco,"All of the front desk people were incredibly helpful, kind, friendly and ready to make our stay as enjoyable as they could.  They had excellent ideas about places to see and how to navigate the city.  When we returned from a trip they always asked about our experience.  The only…"
"Comfortable and stylish, great location and great staff!",We had an absolutely wonderful stay! The staff members are very welcoming and were very informative in helping us plan our stay by recommending things to see and do on a map and the easiest ways to get their by public transport. Our room was compact but very clean and…
mom and daughter vacation,"I would not have found this unique hotel if it wasn't for the true reviews from everyone , there for we feel like "" paying it forward "". Every detail from customer service, location, comfortable bed/ pillows, cleanliness and last but not in the least affordable prices that beat…"
What a great find!,Stayed for 3 nights. We stayed in the largest room for 5 people. Very big and comfortable beds. Was very quiet . A couple of restaurants nearby. Next door is Ragazza. Good pizza. Their is also a little supermarket about block away. We didn't take transportation because we…
Clean rooms and a wonderful staff in a groovy little place. What else do you really need?,I stayed here for a week as a solo traveller while attending the Ring Cycle at the SF opera. I chose the Metro mainly because its rates were very reasonable and because of the other positive reviews on this site.  I did not regret my decision at all. My stay at the Metro was…
Service and staff was the best!,"Stayed at The Metro for two nights with my family of five.   From my booking, trying to accommodate five people, to giving us exploring/restaurant tips, Shana went up and beyond your normal advice to make sure we enjoyed our first trip to San Francisco.  You can tell she really…"
Super sweet super clean,"The Metro Hotel is a nice clean place to stay. They offer great attitude, energy, and a safe, clean place to stay. The room was cozy and the bathroom was clean. The bedding was crisp and comfortable. There is great food close by in all directions. You are walking distance to…"
"Charming, clean, boutique hotel with friendly staff","My wife and I stayed here and were very pleased with everything.  We had one of the tinier rooms but the bathroom was large, so we were happy.  Everything was clean (number 1 priority for us) and the rates were very reasonable.  The walls/ceilings are very thin, so we did get…"
Quaint with a Huge Heart 💜,My husband and I along with our best friends stayed at this boutique hotel for our wedding and honeymoon.  Most of our time was spent away from the hotel exploring the city so the ammenities were perfect for our needs. Any issues were incredibly minor and immediately remedied by…
Funky in a wonderful way,"Although a little off the beaten path, The Metro Hotel is well worth the trip to Haight-Ashbury.  You enter a lobby with comfy chairs, colorful art on the walks and an enthusiastic greeting from Shana who can’t do enough to make you feel at home both in the hotel and the city. …"
Thoroughly enjoyed our stay.,"We took a family trip to San Francisco (needed two rooms) and were so happy to find ourselves at the Metro Hotel.  The neighborhood was safe and had many amenities including retail, restaurants, and a laundromat in the immediate vicinity.  These things made our stay that much…"
San Francisco Style Perfection,"If you want a delightfully authentic San Francisco experience and you don't have unlimited funds, this is by far the best place to stay.  That's why many of the guests, like me, stay here every time we come back to San Francisco, which for some of us is our hometown. There's a…"
Thank You!,We arrived at the Metro very late on our first night in San Fran. We were met with a very friendly front desk attendant. The rooms were comfortable clean and affordable. The hotel felt homey! I had mentioned it was my boyfriends 30th birthday in the booking as the reason for our…
"Beautiful Hotel, amazing hosts and accomodations.",We had a lovely stay at the Metro Hotel. Our room was a perfect little haven away from the bustle of the streets. Shaina was so very helpful in terms of recommendations on things to do and see nearby and truly changed our whole trip for the better. Our only complaint was that we…
Small boutique hotel in the hippy area of San Fran ,"Pre booked this hotel months ago after reading good reviews on here. At the time of booking there were only a limited number of rooms left, and it showed you online which rooms they had with a description of each. The hotel was in the Haight-Ashbury area of San Francisco which…"
Great stay! Lovely Hotel,"We stayed for three nights, the staff was very friendly. They gave us some really good suggestions on places to eat and visit during our stay. I loved the outdoor garden, every morning we would eat breakfast there. The room was very clean. Also in walking distance was two…"
We Will Be Back!,"The Metro Hotel is everything promised and more. It's not luxe, in that there is no elevator nor coffeemaker in your room (who needs one, there are fabulous coffee options on every corner nearby!) and the rooms are on the smaller side but that did not detract AT ALL from our…"
Fantastic Stay,"I live in the Bay Area but needed a place in the city to stay after a day out with visiting friends.  I found the Metro Hotel here on TripAdvisor and chose it mainly because if its good reviews, affordability, and central (but not too central) location.    Because I work in…"
"In my opinion, The #1 Best Boutique Hotel in San Francisco","In my opinion, The #1 Best Boutique Hotel in San Francisco. Located in one of the safest areas of the city, with plenty of busy coffee houses and right over a fantastic Italian restaurant.  The owner, Shayna, is a rare person who loves making people feel welcome, as do the…"
A well located great value hotel,It's not fancy but the rooms are clean and the one we had was a good size. The bed was fine and other facilities such as bathroom perfectly adequate.  It's not the Ritz but the price is definitely better than you'll find anywhere else in central San Francisco.  The location for…
Super friendly staff with great location,We had one night in SF and found we'd left it a bit late so there were not a lot of options for booking. Originally we looked at an airbnb but then stumbled across Metro which seemed cheaper. We settled on Metro Hotel as it was closer to the Castro/Mission where we originally…
Second visit—will be back again.,"I don't write a ton of reviews. The places I do end up writing about are the ones that I feel so strongly about that I can't imagine not singing their praises to help their business thrive. This place is such a good value, balancing price point, quality, and service, that I…"
"Great value, Great location","If you are looking for a friendly staff, clean rooms, great location and a very trendy lobby combined with the best prices in San Francisco for a hotel of this high quality! Then the Metro is a perfect choice.  So you are not misled you need to factor in The Metro Hotel does not…"
Delightful intro to San Francisco ,"For our first visit to San Francisco, we couldn’t have picked a better hotel. It became our comfortable, welcoming home base. The hotel’s own description is accurate, so if you want a boutique hotel and not a big chain hotel with unneeded amenities, this is the place to choose.…"
Good hotel in convenient location and great price,"I stayed at the Metro last week for a vacation I took with my son (9) for spring break. Everyone we encountered at the hotel was friendly and very helpful. I had read the reviews prior to arriving, so was expecting a small room. We stayed in room 202, which is on the 3rd floor…"
Pleasantly Surprised!,"I wasn't sure what to expect when I booked my room for last weekend; I just knew this hotel was the perfect location for me while I was in town.  What a pleasant surprise my stay turned out to be!  I can't say enough good things about this hotel.  From the staff, to the…"
Cozy Spot,"My daughter and I stayed here for two nights. The rooms are small, but clean and fresh. Would have preferred a room with two doubles but none were available. We were busy while visiting, so not in the room a lot. It is in a great location, the staff are friendly and helpful. I…"
Surgical procedure recovery heaven!! ,"Drove in from the valley to have a procedure done at UCSF and needed a comfy place to rest and somewhat close to hospital, before returning home. Couldn’t of picked a better place to stay! All the staff were extremely helpful from the moment I called in to book. They selected a…"
Amazing little gem and excellent service!,"This hotel made my first visit to San Francisco that much more great. Location is great in the beautiful Haight-Ashbury neighborhood and I was able to walk almost anywhere from there. The hotel and rooms themselves are cute and quirky, and add to the funky vibes of San Francisco…"
Perfect!,"Shana was very helpful from the moment we checked in.  We loved the location, from being able to walk to Grateful Dead house and the Painted Ladies to having an excellent Cafe and great market steps away.  The bed was comfortable and the room charming.  San Fran's motto must be…"
Great.  Everything ran seamlessly.  This is a quality boutique hotel for a reasonable rate.,The front desk was friendly and helpful. The room was clean and quiet.  Even though parking was tight we always found a convenient space. The hotel is close to many good restaurants.  The cost is quite reasonable and the quality was excellent.
perfect for our family,"our family of 5 (incl twin 10 yr olds and a baby) stayed here in October. Everything was PERFECT. The staff was amazing (we esp loved Angela...think that was her name, if not sorry! it's been a while) and we loved how cute the hotel was. Our room was small but we were only using…"
Three Years in a Row,"The wife and I have been here three years in a row, and we hope to continue to make this our annual December destination spot. It's within walking distance of the Mission, Haight Street, The Castro, and other spots There are great restaurants in the neighborhood and the hotel is…"
great location,"If you are looking for the Four Seasons this is not it.  If you are looking for Hampton Inn this isn't it. If you are looking for a place to stay that's clean, has a friendly staff, and in a cool location in SF with local restaurants this is it.  We stayed in the Page Street…"
"Nice hotel, but our room was cramped and noisy","We had a very warm welcome in that wonderful reception area of the Metro Hotel, situated in a wonderful neighborhood of San Francisco.    And with lots of nice restaurants, cocktail bars, coffee houses in walking distance.   Breakfast was not offered, which is a pity, but were…"
"Clean, convenient, friendly - one of a kind!","It’s not easy to find good value accommodation for a stay in the City, so the Metro really stands out.  The Metro Hotel has a great location on the busy Divisadero corridor, with frequent buses stopping close to the door. It’s close to loads of great bars, restaurants and coffee…"
Reviews were correct -- this is a hidden gem,"Great staff, clean room, comfy bed, easy location to travel from.  It's a tiny room with a tiny bathroom and no dressers or desk with an outlet.  Is an extra $100+ a night for a dresser worth it somewhere else?  I didn't think so."
Best Budget Friendly Stay in San Francisco!,"The staff, especially Shayna, couldn't have been nicer or more helpful.  They were quick with restaurant suggestions (which were all good), knew how to get to places and were easy to converse with.  The rooms were small but exceedingly clean with one of the most comfortable beds…"
Best place to stay in San Francisco!,"We love the Metro Hotel.    Central  to everything in San Francisco, with free parking on the street. The staff is so friendly and helpful and the place is very clean and cozy. Great restaurants like Nopa and Nopalitos  within walking distance.   The best rooms are on the second…"
Quaint with friendly staff,"We recently stayed in the Metro Hotel as it was close to some friends who live in the neighbourhood. The hotel was clean, tidy, well priced (for SF) and the front of house staff were very welcoming and knowledgable. It’s worth stressing here that it’s worth taking advantage of…"
Charming,"We had such a lovely stay here! It has so much character and The staff are so helpful and friendly. Angela at the front desk was such a gem, she put a smile on our face every day! It's a great location with nice coffee house and restaurants within a few steps and we would stay…"
"Comfortable, clean, great location, staff was friendly and helpful","We have stayed twice at the Metro Hotel and will stay again next time we visit San Francisco.  It is reasonably priced, very clean and modern, comfortable bed, quiet (especially in our room 209 in the back of the hotel) and the staff is wonderful.  The rooms are small, but…"
"Reasonably Priced, Centrally Located Treasure","I'm shocked a reasonably priced, nice hotel like the Metro still exists. Thank goodness it does. We needed a one-night stay and the ability to leave our bags the next day and explore town -- something you just can't do (usually) with Airbnb! This was no problem at the Metro. The…"
Awesome location - outstanding staff ...,"Safe, convenient location - rooms were clean, well maintained & very reasonable priced.  Staff were most helpful, friendly & accommodating to our needs.  We were there celebrating our 35th wedding anniversary - staff left a thoughtful note along w/a bottle of wine. Would highly…"
"Fabulous staff, great place","The staff was great, and very accomodating with our arrival issues. Go go was especially helpful with our questions about the city. The place was very clean and the bed was so comfortable.  How lucky we were to find a family-owned business where the priority was my comfort and…"
Best hotel ive stayed at in san francisco,I wish I had stayed here my whole trip to the bay area. I loved that it was on the more smaller side. some might be turned off by this but I loved it! it was more intimate and quaint. the front desk was very polite and helpful and informative on what was nearby. although there…
Great stay at a good price,"Loved our weekend stay at this hotel. It is located not far from Haight Street and Golden Gate Park in a neighborhood full of great places to eat. The lobby is filled with interesting paintings.  If you are expecting a Hilton hotel with all of the amenities, then this place is…"
great hotel in the heart of SF!,"We stayed in room 115, perfectly appointed and SO QUIET! The hotel was full, but we didn't hear a peep, no street noise, nothing. Great value, and the artwork in the lobby is so beautiful! We will be back!"
Hardly Strictly Awesome,My wife and a group of 10 great friends booked this hotel for the Hardly Strictly Bluegrass festival at Golden Gate Park. The service was beyond excellent! We already made our reservations for next year!
Awesome hotel without the high price,"We stayed in room 108 on the second floor there is no elevator. It was small but adequate. Very clean, very helpful staff! It was both our birthday and they were so nice to leave us some chocolates and a really cute note! There is no fridge in the room but they will gladly store…"
"Clean, compact & excellent location","Very clean rooms in a fantastic part of town. Close to bars, restaurants, bus and light rail and walking distance to the beginning of Golden Gate Park. The staff were incredibly friendly and helpful and the outdoor courtyard great for a glass of wine after a long day walking. We…"
A gem,"I stayed with my husband for a week in Metro hotel in San Francisco. We stayed in an apartment belonging to the hotel. There was plenty of space. There was opportunity to heat food and make coffee. There was a refrigerator to store grocery and beer in. Fan, heater, kettle, hair…"
Awesome place in great neighborhood ,We stayed in the metro hotel for 3 nights. The hotel is a small boutique hotel in a super nice up and coming neighborhood with a lot of hip bars/ cafes and restaurants.  Check in was easy with super friendly stuff at the reception all the time. Nice rooms with a decent size for…
Perfect Hotel,I loved this hotel.  Great location.  Lovely neighborhood restaurants and bars.  Super clean.  Very friendly staff.  Stayed in one of larger rooms with a sofa bed for our 2 kids.  Loved the garden out back.
"Friendly, well located hotel in San Francisco",We stayed at the Metro on 2 occasions on our trip to San Francisco. The hotel is well located in the Haight district - perfect for exploring Haight Ashbury. There were several public transport choices close to the hotel which made getting around very easy. We used the 'Transit'…
"Affordable, Cute, and Charming!","The Metro Hotel is absolutely charming and very cute! So affordable for a stay in the city. Though our room was small, it was very clean and neat. A ceiling fan kept the room cool and comfortable.. The staff was super friendly and very helpful. And a nice bonus was the lovely…"
Quaint neighbourhood,The staff at the hotel during our overnight stay was so friendly and helpful.  Advance communication so that we may store our heavy luggage on the main floor to avoid lugging it up to our room on the third level was key.  Clean and quaint.  Lots of shops and eateries within…
Easy Access to SF in this Affordable Hotel,"I was a bit tentative about booking such an ""affordable"" hotel in San Fran, but it was a perfect decision. The Metro Hotel staff is the most helpful staff I have ever encountered from the moment I called with a few questions before booking. We went with one of the largest rooms…"
Affordable and Perfect for Touring Like a Local,"My husband and I decided to stay at the Metro due to the affordable price - it is quite cheap compared to most hotels in the city! If you book, be aware that you are truly paying for just the basics. Our room was small, but we knew that going in. Why would someone want to sit in…"
Excellent!,"No elevator. We knew this going in and we didn't mind. Room was clean and, though small, very functional. We stayed 4 nights in room 202. Large, quiet ceiling fan kept room cool. We also could open the windows to Divisadero Street. Safe neighborhood. Housekeeping was spot-on!…"
A Hidden Gem,"We chose the hotel mostly because of its proximity to where our son lives and UCSF. The price point is unbeatable in San Francisco, especially given how clean and comfy the rooms are, how friendly and knowledgeable the staff is, and how well located it is. You can walk to…"
Perfect!,Love that place! The rooms are so clean and the price is perfect! It was my first wow in SF! Would recommand to my closest friends! We had the 3rd floor with view on the garden... there is no air conditioning but you don't need it in SF!
The perfect stay,The Metro Hotel is a family owned establishment in the NoPa section of the city. What we loved about it most was its charm and its incredibly hospitable staff. We didn't go to SF to stay at a fancy high-end hotel with no character--we chose The Metro Hotel because we wanted to…
Perfect for us,We came to SF to sight see and discover the city...not sit in our hotel so this place was PERFECT for our group. Our rooms were small but super clean and the beds were comfy with nice linens and towels. The neighborhood felt safe and uncrowded...not touristy. The staff was very…
I love this place!,"The Metro Hotel was wonderful! When we checked in, Shana asked us if we had any big plans while we were in town. When we told her our main thing was a friend's wedding, she immediately mentioned that they have irons and ironing boards behind the desk that we could use to iron…"
Small,This has to be the smallest room I've ever stayed in. I requested two beds but got stuck with one double. Not big enough for two people; room 206. I knew there would be stairs but these were narrow and winding. Would have been impossible for me to carry my suitcase up alone. The…
The Best Bargain by the Bay,"If I could give ten stars, I would. I have been staying at the Metro now for about 2 decades and it only gets better and better, while the prices stay astoundingly low.  The neighborhood, too, has changed through the years, and while I've always liked it, now it's so safe any…"
amazing find ,"This hotel was such a great find, and the staff was overly accommodating.  When we went to check in I realized I had booked for the wrong dates, in San Fran this was not a good start to our trip from Ny.. however, Shauna quickly reassured us it would be okay, recommended an app…"
Great value and wonderful staff,"With such a low price per night compared to other hotels in San Francisco, prior to arriving  we were a bit apprehensive about whether we had made the right choice. We shouldn't have been concerned. Whilst this is no 5 star experience it is exactly as described. Inexpensive,…"
Beautiful Hotel at an Amazing Price,This hotel was incredible.  Very beautiful inside.  The price was amazing considering you get your own private bathroom.   Rooms are definitely small but the private bathroom more than makes up for that.  Have I mentioned the private bathroom yet?  The staff are incredibly kind…
Welcome Home,"I recently stayed three nights for my daughter's graduation from San Fransisco State. What an added bonus this stay was. You won't find a friendlier staff of people, who greet you with a warm welcome each time you come through the front door. The place is iMMACULATE! Even though…"
Great Stay!,"This location is fantastic.  My friend and I stayed in the room with two twin beds.  It was cozy.  The bathroom is small, but I had no problem with it. They don't have an elevator, so you do have to walk up the stairs with your luggage.  Just something to keep in mind.  The…"
We loved our visit to this hotel.,"I spoke to the manager/owner before we came from Hood River, Oregon who was very kind and knowing. San Francisco has great public transportation and this hotel is close to that. There are so many good restaurants close by."
SF Boutique Hotel,We loved our stay at The Metro Hotel. It's is centrally located and everything is either in walking distance or can be reached with public transportation. The service was wonderful with a friendly check-in and -out.  We were in room 1010 which is ideal for 2 people. We were 3…
Visiting,"This place is amazing & in a great neighborhood.  The staff was very friendly & the rooms were quaint & clean.  I would recommend this as a place to stay, great restaurants close by too.  There are a lot of stairs, but they let you know that on their website."
"Great boutique hotel, newly renovated!",We stayed on the second floor in the back of the hotel and looked over the quaint garden. The room was small but very clean. Nice to be near the Castro neighbourhood too! Would recommend! The Italian restaurant that the hotel shares the garden with is also quite good and the…
"Nice little hotel, great location ","The Metro Hotel had everything we needed - a comfortable bed and en suite bathroom. Perfect location, close to great restaurants, easy to venture out and explore San Francisco. The room was small and the shower was small but we weren't looking for a hotel to hang out in, just a…"
Perfect for Girls' Weekend,"I read all of the reviews here on TripAdvisor before choosing The Metro for a 3 night stay. So glad everyone offered their comments as my expectations were matched! The Metro is a delightful boutique hotel that blends into the neighborhood and makes you feel like a ""local.""  As…"
Small cosy hotell,"Clean nice hotell. We stayed at room 101 &201, they were spacious enough. Staff was very friendly and helpful. There are nice restaurants and bars near by and it was easy to find buses to see other parts of the SF. Good  value for money!"
Lovely botique hotel and great staff,We arrived at the hotel in the late evening and Angela greeted us very kindly telling us where to go to have a nice dinner. The type of room we chose was the smallest but actually it was cosy and the perfect size if you want to spend just few nights. Every space/room was very…
Perfect location,"I was impressed by this cute little motel as soon as I entered the lobby.  Its small, but very nice and inviting.  Gigi is extremely helpful and friendly and was excellent at accommodating my unique accommodation requests.  I was not sure what to expect, but booked my stay based…"
Great Location,"A bit pricey for the standard and size of the rooms.  Room was absolutely tiny. Hardly any space to move about, get dressed or even put our suitcases. Hotel looks a little tired... Staff friendly.  That said the location was very good, and a great neighbourhood to be in."
Great value in a fun neighborhood,"Shana, Gigi & Angela at the front desk were all very welcoming and helpful during our stay. The upstairs rooms in which we stayed were clean and comfortable, albeit small.   I suggest you consider the Metro Hotel if you're looking for good value for money with easy access to…"
Very cozy hotel!!!,"We were greeted by the owner when we arrived. She was very friendly and had our room 207 ready early.  Our room was on the third floor and we had to walk up the stairs as there is no elevator, faced the building next door and so we didn't have a view, but our price was amazing. …"
Friendly and Charming Hotel!,We were welcomed and felt at home immediately.  Everyone we dealt with went out of their way to help us find our way around SF.  Our room was very clean and had a very comfortable bed and a great shower! We look forward to coming back again!
A great boutique hotel,"Only a USD$5 - $10 Uber to downtown San Francisco or a good 35 minute walk. It was difficult for a group of us to find a triple room, but this hotel was ideal (room 110). The rooms are spacious and clean, there are restaurants and bars close by. The person at reception was…"
"Quaint, charming hotel in the heart of San Francisco","I stayed at The Metro for four nights, March 1-4, and couldn't have had a more pleasant stay.  I was in Room 204, which is in the back, overlooking the sweet little patio.  It was totally quiet, except for the rain on the last night of my stay. You get real, live keys here, one…"
